2zv6 1.34415586099
3hx1 2.813430826
3qp9 5.32265144524
2wli -0.0122090666146
3kkj 0.915138972457
3ggu -0.47901958154
3nvq 3.90080622909
2v7y -1.13675485225
3ihl 3.31871209935
1cki 1.16022563032
3kl7 -1.42606847874
2owd 3.00336434958
1g2q 2.6898744769
1m98 4.78978796626
3ks6 3.63490386759
1gen 2.17905526097
3euo 8.04180727966
2o07 2.29090850096
2a25 -1.37996995099
3e5r 6.57551917976
1wde 0.285488221133
1x7o 2.22300244048
3nja 0.112280487626
2wu9 2.31704555615
3fvz 2.2300126016
3zuk 0.987925521901
2d4e 3.99448446644
1srv -1.77579360482
3grz 3.72489758328
3a60 2.61863696894
3fjs 6.58415305736
1dss 18.3368816151
3e6k 2.09073319006
3clk 1.92721336817
3lxl -0.121911116579
3b82 9.10426454355
1t4o 2.51253345881
3k17 2.07141238261
2zan 0.672218185429
1si8 12.0797708434
2c9k 9.86824447936
2p6w -0.78579117851
2nrf 1.20701301439
3o96 3.34626081704
2aka 7.71755935309
1ion -0.722621267405
3b6h 8.62489261673
2a1l -0.526595308943
2w1z 1.9756657995
3g20 2.23455478716
2nqc -1.80142666049
3e0b 2.9276547896
1n2f -0.689444531624
1qqe -1.01970518788
3sju 2.6710125873
3lns 1.08223895885
2onk 2.84421184037
1s0p 2.16096434173
3d0k 3.315950318
2a1j 0.198407157442
1nkz 0.576433802334
3ddd 1.21579764493
1nb2 -0.885746492374
1u5q 5.78632280199
1w55 5.54007697201
1hci 4.37406523015
1lln 1.68839961917
1agn 2.90833180955
1b6e -1.36380060117
1c25 -1.02255439024
1xtp 3.24568773026
2o7k -1.97756602878
3pna 1.95789399363
3fn5 1.68336531121
2gpz 1.76986740766
2a0j -1.47331865334
2r8y 1.61999958608
1a88 3.12836553529
3fv5 1.3299411565
3on7 1.12302479764
3ee4 -2.35411213683
1cfy 2.07064635333
2rfa -0.216985038724
1kbl 3.36408387069
1g17 2.02773342455
2aho 5.70577660252
1xea 5.62330582672
1hg5 -0.516766540479
1zkr 1.01186127153
2pms 1.70609267871
1wwb -0.250989545421
2a1s 6.30395059205
2it9 0.0852309368383
1pv5 2.14981706597
1wm3 -2.00594537174
1ejf 0.84539153983
1m6t -1.28006209929
1iuh -0.846423497834
1gpq 6.13209210938
1obx -0.909997227977
1wue 3.22843023392
3d7j 1.01589208368
3kvn 9.52157538458
1gwy 4.94429510551
1gme 1.20343843794
3nbv 4.07546578989
1xs1 3.50312156704
3s6n 5.0529073682
3jze 6.4862462317
3bi7 -0.524615425655
1qql -0.866422806406
2ddc 8.7980542394
1dt0 0.565021030896
3lec -1.15497705092
3mi0 5.58124321453
1vz0 1.68881234834
3n8e 1.31265271196
2o0q -1.26947018385
3bgv 4.37957559422
